Class,Text
2,
2,
9,
6,
2,"Where do babies come from? I'm really looking for ways to answer this when my son asks in a few years :) I guess it's because I'm not a parent, but I don't understand why you can't tell your son where babies actually come from?  Don't you know?"
4,
4,
7,
9,
2,"Why is the voltage ratinging always a multiple of 11 ? For household we have 110 V, 220 V.\nFor high voltage lines: 11 KV, 22 KV , 33 KV etc. 110 Volts is nominal and may vary when measured by a voltmeter.  That said, power is supplied using sets of three separate parallel wires that you can see up on most power poles.  The very high voltage there is stepped down using a transformer to supply most houses and businesses with a usable lower voltage.  The voltage between any one of the three wires to ground in a house is 110 Volts for example to light a light bulb.  The voltage between any two wires is 220 Volts and is used for example to power a clothes dryer or kitchen range.  Houses do not use all three wires.  A machine shop may power a large motor by connecting all three wires (in a delta or Y configuration) to obtain 440 Volts.  Therefore the progression of 110, 220, and 440 Volts stems from the use of single, two and three-phase wiring circuits.  Electrical power is conducted cross-country at very high voltages using high tension lines strung in sets of three wires or phases which produces the multiple of 11 you mention.  Incidentally there may be an additional single wire above all the rest to arrest lightning strikes."
5,
6,
3,"What's the Hacker's Diet? Has anyone tried it? I have not tried it, but from what I have read, it emphasizes that weight loss/control is a simple measure of burning more calories than you take in.  \n\nIt's available online for reading (http://www.fourmilab.to/hackdiet/www/hackdietf.html).  I also found a blog of someone who tried it (http://www.metagrrrl.com/metagrrrl/2004/08/progress_on_the.html).  \n\nGood luck!"
2,"if a plane was on some type of treadmill that detects speed, will it ever take off? This has been addressesd on a few different places I frequent.\n\nthe question:  if an airplane is on a treadmill or some type of conveyer belt that senses speed and accelerates accordingly.  Will the plane ever gain enough windspeed to actually take off? If the plane is on a treadmill like the ones we run on at the gym, then it won't really be 'going' anywhere and will not take off because no air is passing by the wings to generate lift.  \n\nI think you might have to clarify this one further..."
7,
9,
5,
8,
4,
2,
5,
7,
7,"how much does ebay charge for selling stuff? what percentage? how much is transaction fee? There are two basic fees:\n1.  Insertion fee\n2.  Final value fee\n\nThe lower your set the opening price, the lower the insertion fee.  Low opening prices help drive more bids.\n\nYou can also add feature fees (galley, bold, etc...) or add a reserve price or Buy It Now price.  \n\nWhatever you sell, make sure you accept PayPal.  It protects both you and buyer and it's listed on more than 85% of listings."
3,"Where is the gum? I was told that my gum is healthy if I can see less than 4mm of it. But I thought the gum is the flesh connecting the teeth to the jaw, and I can see the entire pink flesh covering my teeth. There must be at least 1.5cm. How can it be less than 4mm? Am I missing something? The 4 mm probably refers to the depth of your gum pockets (the space betwen the top of your gums to the alveolar bone that holds your teeth. Your dentist would measure this with a probe.\n\nIf your pockets are deeper than 4 mm then it means that you have had bone loss  which is usually caused by periodontal disease (an infection in the gums). The best way to prevent periodontal problems is to brush and FLOSS your teeth regularly (brush at least twice a day for two minutes). \n\nI emphasize flossing, because often people don't realize just how important it is. The contact between the two teeth are where food are most likely to get stuck, and therefore where bacteria sticks most often, too. The purpose of flossing is to really clean that surface where two teeth touch. So instead of focusing on just making the floss go down between the teeth, you want to follow the sides of your teeth to make sure you remove the plaque. So you should be going up and down two to three times along the tooth on both sides of the contact.\n\nHope this helps!"
4,
6,
5,"How do I change the nickname I chose when I first logged in to qa.yahoo.com? I'd like to have multiple personalities in this community but I don't know if it's possible. You can change the nickname in your 360 profile. Then select that nickname in Q&A by clicking on your current nickname (it's a link). However, you can only have one nickname at a time in Q&A using the same yahoo ID."
1,
5,"What is a good platform for writing complex web apps in php? looking for a platform for handling business objects as well as application flow so people would not have to hard code each page transition and each business logic step in php.\n\nWhat do people recommend? You can use of of the many php MVC Framework. One of the most used one is phpMVC. \n\nQuoted from their website ""php.MVC implements the Model-View-Controller (MVC) design pattern, and encourages application design based on the Model 2 paradigm. This design model allows the Web page or other contents (View) to be mostly separated from the internal application code (Controller/Model), making it easier for designers and programmers to focus on their respective areas of expertise.\n\nThe framework provides a single entry point Controller. The Controller is responsible for allocating HTTP requests to the appropriate Action handler (Model) based on configuration mappings.\n\nThe Model contains the business logic for the application. The Controller then forwards the request to the appropriate View component, which is usually implemented using a combination of HTML with PHP tags in the form of templates. The resulting contents are returned to the client browser, or via another protocol such as SMTP.\n\nphp.MVC is a PHP port of Jakarta Struts. It currently supports many features of Struts, including declarative application configuration via the XML digester. For example, mappings from the various Action business logic components to appropriate results pages can be specified declaratively in the XML configuration file. """
4,
5,"How should I encrypt/pw protect my backup files on an external harddrive for easy recovery on any machine? I share my external drive with my brother (we swap dries with files every month or so to keep backups off-site), and we wanted to know if there was a simlpe solution for password protection that would alow recovery of the files to any computer (assuming the original computer dies and you don't want encryption tied to one machine). I recently backed up and restored a bunch of files using Roxio's Backup MyPC Deluxe, which was bundled with my copy of Easy Media Creator 7.5.  I don't know how secure the encryption is, but it definitely lets you recover files to any computer.  I would assume that any of the more recognized packages (i.e. Norton/Dantz Retrospect/Ghost) would let you restore files to a different machine as this seems to be a core feature of a backup program."
10,
5,
5,"What is the best microphone or headset for recording a podcast? The platform probably doesn't matter, but just in case, this will be on a Mac. Some possibility of having remote/phone participation on the recording. Prefer answers citing personal experience. OK - I podcast, just wrapped my 160th show. I use a Plantronics Computer headset. Key is to position microphone 3 fingers away from your mouth, not under your nose. I think it was $14 from Fry's\n\nFor calls, I use a Radio Shack call recorder, plugs in between your phone and headset (phone must have headset jack). Was $24.\n\nProcessing your voice afterwards helps: normalize, use a little reverb, and compress. It makes a big difference, and you dont really need to use hardware to do it. \n\nThats the cheap method. You can spend a lot more and there are huge differences and situations. It depends on where you will be using it, who you will be talking to. Big difference between say a portable , interview show, and/or studio."
2,
3,
2,
9,
1,
9,
4,
2,
4,
8,
5,
9,
2,
6,"Where is the best place around here (Mountain View) for a novice to go for skydiving ? I do love my life ... so, are the risks really high while undertaking this thrilling jump? Check out the link for Skydive Monterey Bay Inc. I haven't done it by my friends have done their first jump there. Their website has a lot of good information on skydiving. As far as I know, your first jumps will always be tandem jumps, where you are strapped to an instructor who will pull the parachute. It seems that the only risk is if the regular parachute and the emergency parachute all fail, which is probably very unlikely."
6,"Who will win 2005 heisman trophy? Reggie? Vince? Matt? Latest polls show:\n Reggie Bush, RB, USC, Jr., 13-1st, 20-2nd, 0-3rd = 73 votes\n Vince Young, QB, Texas, Jr., 2-1st, 13-2nd, 0-3rd = 62 votes\n Matt Leinart, QB, USC, Sr., 0-1st, 0-2nd, 15-3rd = 45 votes\n\nhttp://www.mackbrown-texasfootball.com/pages/bios03/young_vince.html\nhttp://usctrojans.collegesports.com/sports/m-footbl/mtt/bush_reggie00.html\nhttp://usctrojans.collegesports.com/sports/m-footbl/mtt/leinart_matt00.html reggie bush"
5,
6,
7,
7,"How do I roll my 401(k) over to a traditional IRA? I have a retirement plan with my former employer and I want to roll it over to a traditional IRA.  What are my other options? Just go to vanguard.com or any of the brokerage firms (Vanguard usually has the lowest fees), sign up for a rollover IRA account, and follow the directions they give you. It usually involves filling out a form and submitting that to whatever company is managing your old 401(k)."
7,"Is this the end of the housing boom? For October, existing home sales was down while new home sales surged.? With consumer confidence and new home sales up, it is almost 100% sure that the Feds will raise short term interest rate again in December and likely in January.  Will long term rate move up more?  With current mortage rate, buyer are still willing to pay premium for houses.  Clearly, easy money are still out there. I think there is a lag in new home sales and the closings in October really were under contract in Aug and September, thus November numbers should be down dramatically even after seasonal adjustment. Rates will undoubtedly go up again at the next meeting, but with the advent of so many new mortgage products (interest only, reverse mortgage, etc.) money is still relatively easy but definitly more risky. I expect volume levels to slow, prices to flatten across most of the US but do not see a big drop in prices unless rates get above 8%."
6,"What is the best Tennis club in or near Sunnyvale, CA? I'd like to find a tennis club that has indoor courts and a variety of events that help you find other players to play with. the Sunnyvale Municipal Tennis Center (right next to the Cherry Orchard plaza) has great facilities. it's near the sunnyvale/saratoga and el camino real intersection."
4,"Parttime MBA or Certification in Management, which one is better. Where can I do the Mgmt. certification from. As as working professional I dont have time to goto college. I want to do either the Part Time MBA or Certification in Mgmt. Which one has more value and what would you recommend for me? You see, one of the biggest value an MBA will bring is the ""networking"" opportunity. Hence, a part-time MBA with no classroom-based activities will miss this important piece.\n\nIf you want to go for a fully remote-based degree, the Open university is a good option.\n\nColumbia also has a good option for a certificate: you keep taking several courses and after some time you can apply for a certificate in business excellence.\n\nI think both the part-time mba or the certificate are good options if you pick a good school.\n\nIf you can afford going to the campus about twice a month, an executive mba is the best option in my opinion. Chech NYU, Kellog or Columbia."
7,
7,
4,
2,
2,
10,
3,
5,
6,
2,
8,
7,
5,
6,Who Will be the League MVP this Year? Who Will be the League MVP this Year?\n\nIverson ???\nLebron??\nKobe?? The only correct answer from anybody is that they do not know.  The league awards tend to shape up after the All-Star break.  Later on in the season would be a better time to ask.
6,
7,
4,
5,
2,How Much Wood Can A Wood Chuck Chuck? I just love Wood Chucks.... well...it depends if a wood chuck could chuck wood
8,
4,"Where did the term ""I'll be there with bells on"" originate? I seem to remember reading somewhere that in the old sled/carriage days that if a fellow teamster had to bail you out of trouble, you traditionally gave them your sleighbells as a thank you (or mark of shame?).  Can't find that reference any more. Direct quote from http://www.rootsweb.com/~genepool/meanings.htm: ""To be somewhere with ""bells on"" refers to a practice peddlers had when they roamed the area west of the Appalachians selling wares. To avoid Indians, they traveled as silently as possible until they reached a settled area. Then they unmuffled bells hung around their horses necks to announce their arrival to outlying cabins. Hence, ""I'll be there with bells on."" The peddlers' arrival was a much anticipated major event in the mostly tedious and hard lives of settlers, not only for the goods they sold, but also for the news, letters, and messages they carried from the outside world."""
7,
5,
8,
7,"How does this site make money? I guess advertisements will be added eventually when it has certain traffic. I think you answered your own question.\n\nBesides, at orientation weren't we told to make cool stuff, then worry about how to make money? Perhaps this is a cool thing that simply hasn't had a money-making idea created from it yet. However, advertisement is, I think, the most probable means."
9,
2,
5,
9,
9,
4,
8,
8,"what's the best Sirius satellite radio to get? the majority of the listening would be in the car (howard stern!), but would love to be able to listen at home/work. would prefer something that could plug into an open aux input on both car stereo or home receiver as opposed to using FM. You want one of the dockable tuners, all of them have some sort of line out capability.  After that the prime factor is form factor and UI.  I prefer the look of the Clarion but the JVC and Audiovox are also good.  Also, if you have broadband at home, you don't need a tuner, all sirius subscribers can stream Sirius channels via the internet for free."
5,
8,"How do you set-up a personal video recorder without monthly fees? I figure why pay TiVo or a cable company or a satellite company to use a personal video recorder, after all, it's just a piece of timer software that records data to a hard drive. Just a matter of getting the tv listings, hooking up a home computer and finding the right software for one-time up front cost (something cheap, like $50 and not 300-500 like TiVo/ReplayTV charge you). Easy, SnapStream, or I think it's now called BeyondTV, there was an article written on it in 2002 on tomsnetworking.com, great article: http://www.tomsnetworking.com/network/20020423/\n\nA little more than $50, but $69.99 ain't bad. If you don't already have a tv tuner card for your PC then get the bundle that comes with it.\n\nI'm not sure but I think the XP Media Edition PCs have similar software already built-in as well."
8,
6,"What are the advantages of a compact crankset over a triple on a bicycle? I'm considering switching out my triple crankset for a compact. I tried a rental bike with a compact (Cannondale R2000, nice bike) and liked it quite a bit. Right now I'm riding a Specialized Roubaix with Shimano 105 components.\n\nI'm something of a beginner, having just started about three months ago. I have a climber's build and tend to like moderately hilly routes. The main advantage is that the compact crankset gearing is much closer to the high cadence riding that is the current trend in modern cycling.  With a standard triple crank you have 30/42/52 chainrings, from which most people use the 42 and 30 rings.  The 30 is a little too short for most hilly rides, and basically you're spinning super fast to get up a hill.  The 42 is   a bit too small for barrelling down a hill, and the 52 is so steep that it's rarely being used.\n\nThe compact crankset has 50 and 34 tooth gears which are theoretically better for the way most cyclists ride today.  The 34 gives you short enough gearing to get up big hills but is not quite as short as the granny gear on the triple, and the 50 gives you the speed in a manageable dose.\n\nA couple things to consider, though.  In order to switch to a double compact, you need to replace a fair number of components, including the bottom bracket, cranks, rear derailleur (optional but highly recommended), front derailleur and possibly your left shifter.  You might be able to get what you want from switching out the cassette on your bike, which is of course a lot cheaper."
4,Can someone direct to me to a good site about volcanoes? I need to know the top 10 deadliest volcano in the world. This site has the answer you are looking for:    http://www.infoplease.com/ipa/A0197833.html    Many more resources below...
4,
6,"Who is the best formula 1 driver to ever live? Aryton Senna,  Michael Schumacher, Giuseppe Farina, Mike Hawhtorn, Phil Hill, John Surtees, Denis Hulme, Jochen Ridnt, James Hunt , Mario Andretti, Jodie Scheckter, Alan Jones, Keke Rosberg,Nigel Mansell, Damon Hill, Jacques Villenueve? Statistically Michael Schumacher is the best, though it's not an apples to apples comparison as the car is a much larger factor in driver success than it has been in the past.  My vote's with Ayrton, he had a razor sharp focus that I haven't seen since, and F1 in the early 1990's was much more competitive than it is today."
10,
4,
5,
6,who won the world series? 2005 The Chicago White Sox won the 2005 World Series.
7,
8,
4,
6,
5,"For $1000 or less, what's the best 1600x1200 LCD monitor for digital photography? I.e., most accurate color? I recently purchased a new DSLR camera and a new photo printer, and I'm ready to replace an older (smaller) monitor.\n\nHow much better are the monitors above $1000? The problem with most current LCD technology is that the chrominance isn't as good as with traditional CRT-based monitors. There are some LCD ones just coming out that have full-color backlight which should make them actually _better_ than CRTs (according to some Wired article I read, anyhow.)\n\nPersonally, I've been pretty happy with the Dell 24xx monitors - they're under $1k, they have a multitude of inputs, and I think I've only got one stuck pixel (and no dead ones.) You're still going to have to color-correct anyway, but you'd have to do that on _any_ monitor you get. (A good gamma correction curve will solve a multitude of ills.)"
8,
2,
5,
5,
6,"What's better Snowboarding or Skiing? Thinking of picking up either Snowboarding or Skiing as a hobby.  Which one better?  Which one is easier to learn?\n\nThanks,\n\nSam i found myself picking up snowboarding faster than skiing. by picking up, i mean i felt ready to take on the more intermmediate/advanced runs after a day or two of the bunny slopes. one board and 2 turns (backside and frontside) was a lot less to deal with than 2 poles and 2 skis and limbs flailing around in different directions. moguls are harder on a snowboard and more fun on skis. flatter runs are more frustrating on a snowboard. getting off the ski lift seems easier on skis"
8,
4,
8,
4,
6,
7,
7,
6,
4,
2,
2,
7,"do you think that the people who make Evian bottled water meant for it to be spelled Naive backwards? just wonderin. the stuff is 2 bucks a pop! Yes, it is all taken care of by the gods in trivial knowledge panthenon of the discworld called Topaxi, God of certain mushrooms, and also of great ideas that you forgot to write down and will never remember again, and of people who tell other people the ""dog"" is ""god"" spelled backwards and think this is in some way revelatory (a little red god)"
2,"what is the fibbonacci sequence? how has the fibbonacci sequence been used by sculptors, architects,and painters Well, many people answered the question. Fibonacci sequence starts from 0 and Nth Fibonacci Number is sum of (N-1) th and (N-2) th Fibonacci Number.\nSequence goes like 0,1,1,2,3,5,8,13,21,34…....\n\nIt is an empirical fact that the ratio of consecutive Fibonacci Numbers converges to an interesting value near to 1.6 called (to be accurate it is (1+SQRT (5))/2) golden ratio or golden mean.\nThere ere are some interesting facts about golden ratio:\n1.\nThe growth of nautilus shell, growth of populations and many other kinds of natural “growing,” are somehow governed by mathematical properties exhibited in the Fibonacci sequence. Not just the rate of growth, but the pattern of growth. Examine the crisscrossing spiral seed pattern in the head of a sunflower, for instance, and you will discover that the number of spirals in each direction is invariably two consecutive Fibonacci numbers.\n2. \nGolden ratio is related to construction of great ancient architectures like Great pyramids in Egypt. \nLink: http://www.dartmouth.edu/~matc/math5.geometry/unit2/unit2.html\n3.\nYou can follow this link for exploring its use in poetry, music, art and now a days it is used for stock market predictions as well. This link will tell you the origin of the word Fibonacci as well.\nLink: http://www2.evansville.edu/studiochalkboard/cm-fibonacci.html"
4,"How did language start? Especially the English language.. who define the ABCDE.... Language predates the alphabet. The origins of Language are lost to the mists of time. The alphabet as we know it was developed by the Phonecians about 3000 years ago, and modified first by the Greeks, and then the Romans for their own languages before we adopted it from the Romans.\n\nThe origins of the English language specifically date to sometime after 1066 when Willam the Conqueror became King of England. The commoners spoke something related to the ancestor language of Dutch while the nobility spoke French. We kept the grammar of the native Anglo-Saxon tongue while adding huge amounts of French vocabulary.\nThe result is recognizably English, while still sounding very different from what we speak today. It's not until Shakespear's time that Modern English emerged."
2,
5,
7,
10,
2,
10,
1,"help with a spainish to english translation from Colombia- what does this say? BUENO NEGRAA.\nES QUE ME LLEGO DESDE PALENQUE AL CORREO DE LA WEB DE\nLA GALERIA,INFORMACION DE ANATANAEL ALIAS EL TANO.ALLI\nTE ENVIO PARA QUE TU HAGA LO DEMAS,BUENO MIJA PONTE A\nTRABAJAAAA.\nPONTE A QUITALE LAS ESCAMAS AL PESCAO.PORQUE YO YA NO\nSE A QUE SABE NI COMO LO COCINAN,BUENO NO JODA ES QUE\nESTO HIJUEPUTAS ME ESCRIBEN ES EM INGLES Y YO DE VAINA\nPARLOTEO EL ESPANINGLISH.\nNEGRA MALUCA A NO PERDON,MI PURRUNGUITA,LLAMAME  O\nESCRIBEME.\nCHELY.\nBUENO RAY ESTA AFANAO AQUI A MI LAO,QUE TE DIGA NEGRA\nBEMBONA,BUENO YO LE DIJE QUE TU ERAS BEMBIONA CUANDO CHUIQUITICA. well Black Woman (lovely):\nit`s because i get from Palenque the gallery`s web mail about Anatanael's, A.K.A El Tanò, information, i send to you there so you can do the rest, well ""woman"" get yourself to work.\ntake off the fish`s grudges because I don`t know how its flavor is, neither how they cook it, well, fuck, is that this motherfuckers write to me in english and I, luckly talk the spanglish\nUgly black woman, ahh forgive me, my ""is a strange way to say dear or baby"" call me or write to me\nChely\nWell Ray is hurry here, next to me, that i have to say to you black woman with big mouth, well i told him that you have big mputuh when you were little"
7,"I can't find add contact on Yahoo Msg.  Think don't have.? I'm trying to add a contact to my Yahoo Msg, can't find ""Add Contact.""   Do I need sending invite before able to chat?  If so, how do I do? The very top of Yahoo Msg. there is ""contacts"" click on that.. the first option is add contact..click on that..follow the instructions."
9,"6th Wedding Anniversary - Any Ideas? My husband and I will be celebrating our 6th wedding anniversary next Friday. I would love to do something special for him, but we are a little limited on funds. What can I do to make this night special? \n\nI would love to hear some ideas from some of you! \nThank you in advance! :) My favorite times with my loved one is when we actually have time to sit and reflect about what the other one means to us. Going out to eat is traditionally what is done on an anniversary, but I prefer one on one time where there is nobody else around. No strangers talking loudly, no waiters to interrupt, no time wasted in line or in the car.  \n\nIn my opinion, Anniversaries are about each other, and to do that, you've gotta block out the rest of the world.  Here's my recipe for a fabulous anniversary. FIRST, AND MOST IMPORTANTLY, GET SOME PAPER, PENS, AND AN ENVELOPE. I'll tell you why in a little bit.\n\nNext, plan the environment - Stay home (or rent a hotel if you want to get away from the day-to-day). Turn off the lights, turn on the music, light the candles.  Put your favorite (but easy to prepare) foods around you - cheeses, pizza, strawberries, chocolate, wine, etc.\n\nNow here comes the important part - sit directly in front of each other on the floor. Knee to knee, and eye to eye. Be sure to hold hands and feed each other. Talk about 'the time when we...' or 'that one time when we...'. Before you know it, hours will have passed. Don't be afraid to sip a little more wine than what you normally do. You'll soon find yourself maybe getting a little frisky. \n\nBut before you go any further, grab that piece of paper and pen, and write down a few lines about what that other person means to you. How they make you feel, and why you love them. Why you appreciate them. The more specific you get the better. For example, I love my man more everytime I catch him acting like a little kid when he thinks no one is around. Now don't let the other person read it. Seal it in the envelope, and save it for your next anniversary. It's so fun, and gives you something really fantastic to look forward to. \n\nNow would be a good time to finish off the night with a long kiss...and maybe more.\n\nYou've just created a wonderful memory of the two of you together, sincerely enjoying each other.\n\nMuch better than some boring evening at an overpriced restaurant where nobody talked to each other, don't you think?"
8,
7,
4,"i need help with using sparknotes.com. please click this q if you can help for more details. thanx? will sum1 go to www.sparknotes.com and find a chp by chp summary of Summer of the Monkeys and then post it onto the answers.thanyou so much cuz i dont know how. i tried but cant. Part One\n(revised 2.28.96)\n\n\n[Note: This is a single part of what will be, by my classification, about 240 compact tribal histories (contact to 1900). It is limited to the lower 48 states of the U.S. but also includes those First Nations from Canada and Mexico that had important roles (Huron, Micmac, Assiniboine, etc.).\n\nAlthough this Cherokee history is larger than most, it's content and style are representative. The normal process at this point is to circulate an almost finished product among a peer group for comment and criticism.\n\nUsing the Internet, this can be more inclusive. Feel free to comment or suggest corrections via e-mail. Working together we can end some of the historical misinformation about Native Americans. You will find the ego at this end is standard size. Thanks for stopping by. I look forward to your comments...Lee Sultzman]\n\n\n\n--------------------------------------------------------------------------------\n\n\nLocation\nOriginal: \n\nThe southern Appalachian Mountains: including western North and South Carolina, northern Georgia and Alabama, southwest Virginia, and the Cumberland Basin of Tennessee, Kentucky, and northern Alabama.\nCurrent: \nDistributed across the United States, but concentrated in eastern Oklahoma. The eastern Cherokee still maintain their reservation in western North Carolina. The Northern Cherokee Nation of the Old Louisiana Territory has almost 12,000 members and has been recognized by the State of Missouri. Other groups of Cherokee, like the 2,500 members of the North Alabama Cherokee, are located in Arkansas, Georgia, and Alabama but currently do not have federal recognition.\n\nPopulation\nEuropean epidemics introduced into the southeastern United States in 1540 by the Desoto expedition are estimated to have killed at least 75% of the original native population. How much the Cherokee suffered from this disaster in unknown, but their population in 1674 was about 50,000. A series of smallpox epidemics (1729, 1738, and 1753) cut this in half, and it remained fairly stable at about 25,000 until their removal to Oklahoma during the 1830s. The American Civil War was the next disaster and cost the Cherokee 25% of their population. No other group of Americans, red or white, suffered as severely during this conflict. The 1990 census listed 308,132 persons (15,000 full-blood) who identified themselves as Cherokee. Of these, 95,435 were concentrated in eastern Oklahoma while 10,114 eastern Cherokee lived on or near the North Carolina reservation. Cherokee tribal governments have fairly liberal membership standards, and some estimates exceed 370,000, which would make the Cherokee the largest Native American group in the United States.\n\n\nName\nThe most familiar name, Cherokee, comes from a Creek word ""Chelokee"" meaning ""people of a different speech."" In their own language the Cherokee originally called themselves the Aniyunwiya (or Anniyaya) ""principal people"" or the Keetoowah (or Anikituaghi, Anikituhwagi) ""people of Kituhwa."" Although they usually accept being called Cherokee, many prefer Tsalagi from their own name for the Cherokee Nation (Tsalagihi Ayili). Other names applied to the Cherokee have been: Allegheny (or Allegewi, Talligewi) (Delaware), Baniatho (Arapaho), Caáxi (or Cayaki) (Osage and Kansa), Chalaque (Spanish), Chilukki (dog people) (Choctaw and Chickasaw), Entarironnen (mountain people) (Huron), Gatohuá (Creek), Kittuwa (or Katowá) (Algonquin), Matera (or Manteran) (coming out of the ground) ( Catawba), Nation du Chien (French), Ochietarironnon (Wyandot), Oyatageronon (or Oyaudah, Uwatayoronon) (cave people) (Iroquois), Shanaki (Caddo), Shannakiak (Fox), Tcaike (Tonkawa), and Tcerokieco (Wichita).\n\n\nLanguage\nIroquian, but Cherokee differs significantly from other Iroquian languages.\n\n\nSub-tribes\n\nThe Cherokee have been divided into three divisions depending on location and dialect (east to west): \nLower"
7,
6,
5,
4,
3,
7,
1,"Does north Korean speak the same language with south Korean ? Does North Korean and South Korean have the same official language and word? Yes, Koreans in North Korea and South Korea both speak Korean.  However, since the countries have been separated for some time and haven't had much contact, you can expect that some new dialectical differences are developing.  However, my guess is that probably some different dialects of Korean were present in different regions even before the country got split up."
10,
4,what books to read and how to study for USMLE part2 medical licensing exam in USA? I'm trying to start studying to get the USMLE and plan to start with step 2. there's a wealth of books out there and it is hard to choose from. also people don't agree on the best method to study for this exam or the resources to use. I'm interesed in the opinion of people who have done this test to share their insight on how to prepare for this test. thank you in advance Looks like you're some foreign medical graduate and your medical education system greatly differs from that of USA so you must choose a quick review course which is very easy to understand and not very time consuming. I'll strongly recommend you to check KaplanMedical.com for online education on Step 2 and USMLEWorld.com for a good bunch of QBank. The best book to start with is First Aid for USMLE Step 2 CK. You can find it on Amazon.com.\nHope it helps\nBest of luck
10,
9,
6,What is the best sports magazine? I am contemplating buying either ESPN the Magazine or Sports Illustrated...Which is better and why? i think sports illustrated is the best because it has more details and less addvertisements
2,
4,Date Riddle? What happened in 1961 that will not happen again for over 4000 years? The year even read upside down will reamin 1961.
5,
4,How long has Yahoo! answers been out? Love. About a week and a half.
7,"Why can't I think of any good questions? Isn't that sad? I can't think of many good questions to ask. Any other time - such as when I'm sitting bored at work - I could think of a mess of them but, when I have the chance to be on here, I can't think of any. Annoying, huh? So when you're sitting bored at work and thousands of questions jump into your mind, grab a sheet of paper and a pen and write them down. The next time you're on Yahoo!Answers, start asking questions!"
7,
7,"Taday is 31 December,is the last day of 2005!? I hope you all have a very happy new year and may your dreams come true!!!\n\nHAPPY NEW YEAR TO YOU ALL!!! Same to you hi! hi!"
8,
10,
7,
5,
5,"i want to make my pc email server how?? i have a dns name and i want to send and recieve email from my pc?how in details Just install Windows XP PRO , then load iis from the cd and click smtp server."
7,how do i get into a chatroom on yahoo? i cant get into a chatroom how do i get on I don't know.
7,
3,
7,
4,
3,
7,
3,
8,
2,"Why did the U.S. stop sending people to the moon? Did we just lose interest or did we find all we needed to find there. Yes. I believe the original idea was to build a rocket base from which to explore the solar system. But somebody realised the same thing could be done from Earth via an orbiting space station for a fraction of the cost.\nThe only other reasons for going to the moon were - \n1. To stop the Russians setting up a military base there.\n2. To collect moon rocks.\nWhen the US realised that a Russian moon base wasn't practical, and they had souvenired as many moon rocks as they were ever likely to need, they never bothered to go back."
9,
7,Who is Jeff Palmer? The name sounds familiar... Nude male model
5,
2,
9,
7,
7,
6,
7,
4,
6,"what is speed windsurfing? How do you steer at high speeds?  With your feet? (carving)   I imagine that canting the mast at high-speeds isn't an option. In High sped you should use your body balance together wih your legs. While planning, if you wan o go upwind, back leg sraigh, front knee bent and body weight forwar; whereas for downwind, body wheight back, bent rear knee and straight front leg"
5,
5,"Using CSS, how would I make an image glued to the bottom of the browser and centered? Well? There is no way to do this in CSS, however, you can write a javascript that does something like\n<script>\nx.style.position = ""Absolute""; //Sets x's positioning to Absolute\nx.style.top = document.innerHeight - 100; //Sets x's Y position to the exact height of the browser, replace 100 with the actual height of the image\n</script>\nThe said <img> tag would have to have Name=""x"" and ID=""x"" specified. I have not attempted to execute the above script, it's just an example of what you could try, but you're going to have to do some research to make it compatible with multiple browsers, and have it automatically execute the script if the user resizes their window.\nAlternatively, put the whole site inside a table, and have an extra table row hold the image below the rest of the document."
7,"I need a cv. in english? i want a curricullum vitae You mean you want to write one?\n\nTry looking for examples from people who are in a field similar to yours, and imitate the format and style.  You can ask your professors, for example."
6,"Which Cross Country Skis are better? Rossis, Fischer RCS, or Atomic beta? Which is the best skate race ski? If you like a different brand, like Peltonen, or Germina, or madshus, or any other brand that I missed, and you think they have the best brand tell me. Also, Does europe really have skis that I don't have in U.S.? Like a super brand of skis? Atomic beta, for waxed skis, i dont care about unwaxed skis, atomic has good engineering behind their products\n\nand they also make downhills"
1,
7,
5,
6,
8,Who shot Mr. Burns? Who shot Mr. Burns? Technically both Mr. Burns and Maggie Simpson shot Mr. Burns.  Mr. Burns dropped his revolver into Maggie's hands and the gun fired.
7,bankrates on money market funds? best bank rates on Money Market Funds in the Central Fla. Area You can find interest rates on CDs and money market funds at the link below (Bankrate.com). This is by far the best site for finding the highest-paying banks in the country.\n\nWilliam Perez\ntaxes.about.com
7,
7,"A party wins 30 million on a powerball jackpot. How much cash could he really get? One party/ Two different tickets / a group of ten people? Well as a rule of thumb the up-front cash payout is typically around 30 to 33% of the total winnings due to interest and taxes.  [use 1/3 as a quickie rule].  Each state will be different.\n\nFigure if 10 people are sharing 10 million in cash, each person should get somewhere around a million, give or take a couple hundred thousand.  Oh and dont forget a little money paid to a lawyer for the innevitable problem when non-family members have to fight about splitting up money."
7,
7,
6,
6,"who was the longest driver on the PGA tour in the 1950's? we all know Jack Nicklaus was the longest in the 60's, but I'm not sure about the 50's...and Arnold Palmer doesn't count as he was mostly a 60's player as well....thanks According to Miller Barber, who should know a thing or two about this topic, George Bayer was the longest hitter on tour in the 1950s. He was known as Mr. X because he hit the ball so far. In the late 50s, Miller himself took over the name of Mr. X because of his lenght."
7,
2,
3,"Why old people always are complaining ? Like my grandma for example: ""I dont like this ice cream is not tasty"" When the ice cream was really good. Well, if you think about having illnesses and always being worried about health, older people might always want to pester people to let go of all the emotions bottled up inside of them. They have different points of views, like your example about the ice cream. So if you feel like you have a major problem with them, then try to put yourself in their shoes."
4,
2,
